date,unit_id,loss_category,system,subsystem,component,loss_usd,linked_event_id
2024-05-24,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,290.17,
2024-05-24,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,870.51,
2024-05-24,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,435.26,
2024-05-24,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,130.51,
2024-05-24,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,326.28,
2024-05-24,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,195.76,
2024-05-24,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,930.37,EVT-2024-06-AUXDRIFT
2024-05-24,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,124.12,
2024-05-24,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1550.62,EVT-2024-06-AUXDRIFT
2024-05-24,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,206.88,
2024-05-24,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,620.25,EVT-2024-06-AUXDRIFT
2024-05-24,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,82.75,
2024-05-24,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,60.25,
2024-05-24,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,90.38,
2024-05-24,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,150.63,
2024-05-24,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,1020.81,
2024-05-24,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,371.19,
2024-05-24,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,464.0,
2024-05-25,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2208.09,
2024-05-25,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,490.69,
2024-05-25,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1472.06,
2024-05-25,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,736.03,
2024-05-25,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,520.46,
2024-05-25,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1301.16,
2024-05-25,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,780.7,
2024-05-25,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,754.67,
2024-05-25,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1257.79,
2024-05-25,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,503.11,
2024-05-25,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,435.1,
2024-05-25,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,652.65,
2024-05-25,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1087.75,
2024-05-25,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2505.24,
2024-05-25,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,911.0,
2024-05-25,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1138.75,
2024-05-25,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1225.88,
2024-05-25,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,272.42,
2024-05-25,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,817.25,
2024-05-25,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,408.63,
2024-05-25,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,115.56,
2024-05-25,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,288.9,
2024-05-25,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,173.34,
2024-05-25,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,848.77,EVT-2024-06-AUXDRIFT
2024-05-25,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,96.38,
2024-05-25,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1414.61,EVT-2024-06-AUXDRIFT
2024-05-25,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,160.64,
2024-05-25,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,565.84,EVT-2024-06-AUXDRIFT
2024-05-25,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,64.25,
2024-05-25,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,52.63,
2024-05-25,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,78.95,
2024-05-25,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,131.58,
2024-05-25,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,933.81,
2024-05-25,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,339.57,
2024-05-25,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,424.46,
2024-05-26,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1895.07,
2024-05-26,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,421.13,
2024-05-26,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1263.38,
2024-05-26,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,631.69,
2024-05-26,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,599.84,
2024-05-26,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1499.6,
2024-05-26,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,899.76,
2024-05-26,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,803.9,
2024-05-26,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1339.84,
2024-05-26,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,535.94,
2024-05-26,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,495.55,
2024-05-26,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,743.32,
2024-05-26,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1238.87,
2024-05-26,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2025.18,
2024-05-26,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,736.43,
2024-05-26,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,920.54,
2024-05-26,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1219.22,
2024-05-26,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,270.94,
2024-05-26,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,812.81,
2024-05-26,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,406.41,
2024-05-26,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,127.93,
2024-05-26,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,319.82,
2024-05-26,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,191.89,
2024-05-26,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,875.92,EVT-2024-06-AUXDRIFT
2024-05-26,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,102.67,
2024-05-26,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1459.86,EVT-2024-06-AUXDRIFT
2024-05-26,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,171.12,
2024-05-26,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,583.94,EVT-2024-06-AUXDRIFT
2024-05-26,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,68.45,
2024-05-26,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,60.16,
2024-05-26,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,90.24,
2024-05-26,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,150.4,
2024-05-26,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,919.34,
2024-05-26,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,334.29,
2024-05-26,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,417.88,
2024-05-27,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,3002.68,
2024-05-27,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,667.26,
2024-05-27,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,2001.79,
2024-05-27,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,1000.89,
2024-05-27,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,653.64,
2024-05-27,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1634.11,
2024-05-27,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,980.46,
2024-05-27,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,691.54,
2024-05-27,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1152.57,
2024-05-27,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,461.03,
2024-05-27,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,529.72,
2024-05-27,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,794.57,
2024-05-27,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1324.29,
2024-05-27,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2674.79,
2024-05-27,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,972.65,
2024-05-27,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1215.81,
2024-05-27,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1362.43,
2024-05-27,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,302.76,
2024-05-27,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,908.29,
2024-05-27,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,454.14,
2024-05-27,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,124.41,
2024-05-27,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,311.03,
2024-05-27,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,186.62,
2024-05-27,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,879.89,EVT-2024-06-AUXDRIFT
2024-05-27,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,88.32,
2024-05-27,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1466.49,EVT-2024-06-AUXDRIFT
2024-05-27,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,147.21,
2024-05-27,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,586.6,EVT-2024-06-AUXDRIFT
2024-05-27,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,58.88,
2024-05-27,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,59.54,
2024-05-27,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,89.3,
2024-05-27,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,148.84,
2024-05-27,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,961.65,
2024-05-27,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,349.73,
2024-05-27,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,437.12,
2024-05-28,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2613.57,
2024-05-28,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,580.79,
2024-05-28,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1742.38,
2024-05-28,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,871.19,
2024-05-28,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,615.55,
2024-05-28,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1538.86,
2024-05-28,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,923.32,
2024-05-28,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,853.93,
2024-05-28,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1423.21,
2024-05-28,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,569.28,
2024-05-28,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,512.3,
2024-05-28,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,768.45,
2024-05-28,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1280.74,
2024-05-28,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2857.04,
2024-05-28,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,1038.92,
2024-05-28,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1298.66,
2024-05-28,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1323.52,
2024-05-28,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,294.12,
2024-05-28,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,882.35,
2024-05-28,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,441.17,
2024-05-28,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,123.94,
2024-05-28,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,309.85,
2024-05-28,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,185.91,
2024-05-28,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,890.77,EVT-2024-06-AUXDRIFT
2024-05-28,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,109.06,
2024-05-28,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1484.62,EVT-2024-06-AUXDRIFT
2024-05-28,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,181.76,
2024-05-28,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,593.85,EVT-2024-06-AUXDRIFT
2024-05-28,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,72.71,
2024-05-28,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,56.92,
2024-05-28,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,85.38,
2024-05-28,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,142.3,
2024-05-28,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,992.17,
2024-05-28,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,360.82,
2024-05-28,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,450.98,
2024-05-29,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2832.43,
2024-05-29,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,629.43,
2024-05-29,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1888.29,
2024-05-29,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,944.14,
2024-05-29,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,650.03,
2024-05-29,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1625.08,
2024-05-29,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,975.05,
2024-05-29,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,844.04,
2024-05-29,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1406.72,
2024-05-29,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,562.69,
2024-05-29,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,538.15,
2024-05-29,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,807.23,
2024-05-29,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1345.39,
2024-05-29,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2647.62,
2024-05-29,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,962.77,
2024-05-29,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1203.46,
2024-05-29,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1362.31,
2024-05-29,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,302.74,
2024-05-29,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,908.2,
2024-05-29,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,454.1,
2024-05-29,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,126.42,
2024-05-29,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,316.06,
2024-05-29,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,189.63,
2024-05-29,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,898.87,EVT-2024-06-AUXDRIFT
2024-05-29,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,107.8,
2024-05-29,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1498.12,EVT-2024-06-AUXDRIFT
2024-05-29,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,179.66,
2024-05-29,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,599.25,EVT-2024-06-AUXDRIFT
2024-05-29,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,71.86,
2024-05-29,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,58.33,
2024-05-29,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,87.5,
2024-05-29,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,145.83,
2024-05-29,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,975.11,
2024-05-29,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,354.58,
2024-05-29,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,443.23,
2024-05-30,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2849.22,
2024-05-30,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,633.16,
2024-05-30,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1899.48,
2024-05-30,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,949.74,
2024-05-30,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,670.49,
2024-05-30,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1676.23,
2024-05-30,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1005.74,
2024-05-30,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,764.78,
2024-05-30,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1274.64,
2024-05-30,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,509.85,
2024-05-30,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,541.37,
2024-05-30,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,812.06,
2024-05-30,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1353.43,
2024-05-30,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2608.02,
2024-05-30,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,948.37,
2024-05-30,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1185.47,
2024-05-30,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1424.09,
2024-05-30,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,316.47,
2024-05-30,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,949.4,
2024-05-30,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,474.7,
2024-05-30,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,134.59,
2024-05-30,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,336.48,
2024-05-30,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,201.89,
2024-05-30,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,951.8,EVT-2024-06-AUXDRIFT
2024-05-30,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,97.67,
2024-05-30,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1586.33,EVT-2024-06-AUXDRIFT
2024-05-30,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,162.79,
2024-05-30,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,634.53,EVT-2024-06-AUXDRIFT
2024-05-30,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,65.12,
2024-05-30,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,62.32,
2024-05-30,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,93.48,
2024-05-30,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,155.79,
2024-05-30,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,1022.33,
2024-05-30,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,371.77,
2024-05-30,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,464.7,
2024-05-31,STS-U1,Capacity,Boiler,Availability,Unit 1,3712.12,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Capacity,Controls,Availability,Unit 1,265.15,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Capacity,Electrical,Availability,Unit 1,530.3,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Capacity,Plant,Availability,Unit 1,795.45,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,3603.76,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,800.84,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,2402.5,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,1201.25,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,692.11,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1730.27,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1038.16,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,679.56,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1132.6,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,453.04,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,556.82,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,835.23,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1392.04,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2648.52,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,963.1,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1203.88,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1538.63,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,341.92,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1025.75,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,512.88,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,133.16,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,332.91,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,199.75,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,967.26,EVT-2024-06-AUXDRIFT
2024-05-31,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,86.79,EVT-DRAFT-20240531-17
2024-05-31,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1612.1,EVT-2024-06-AUXDRIFT
